id,name,barcode,department,subcategory,price,on_sale,sale_price,sale_text,unit,is_new,image_file
"855519","בננה","23","פירות וירקות","פירות","14.90","לא","0.00","","b","לא","בננה.jpg"
"855520","נקטרינה","171","פירות וירקות","פירות","24.90","כן","10.90","1 ק""ג ב-  10.90 ש""ח","k","כן","נקטרינה.jpg"
"855521","קלמנטינה","511","פירות וירקות","פירות","15.90","לא","0.00","","k","לא","קלמנטינה.jpg"
"855522","תפוח עץ סמיט","588","פירות וירקות","פירות","19.90","כן","8.90","1 ק""ג ב-  8.90 ש""ח","k","לא","תפוח עץ סמיט.jpg"
"855523","תפוח עץ חרמון","535","פירות וירקות","פירות","15.90","לא","0.00","","k","לא","תפוח עץ חרמון.jpg"
"855525","תפוח עץ זהוב","600","פירות וירקות","פירות","15.90","לא","0.00","","k","לא","תפוח עץ זהוב.jpg"
"855526","תפוז","500","פירות וירקות","פירות","10.90","לא","0.00","","b","לא","תפוז.jpg"
"855530","אשכולית אדומה","57","פירות וירקות","פירות","9.90","לא","0.00","","u","לא","אשכולית אדומה.jpg"
"855532","אבוקדו","12","פירות וירקות","פירות","17.90","לא","0.00","","u","לא","אבוקדו.jpg"
"855533","לימון","54","פירות וירקות","פירות","21.90","לא","0.00","","b","לא","לימון.jpg"
"855534","ענבים אדומים","131","פירות וירקות","פירות","54.90","לא","0.00","","k","לא","ענבים אדומים.jpg"
"855535","אגס","13","פירות וירקות","פירות","22.90","לא","0.00","","k","לא","אגס.jpg"
"855536","מלפפון","2600","פירות וירקות","ירקות","9.90","לא","0.00","","k","לא","מלפפון.jpg"
"855537","עגבניה","120","פירות וירקות","ירקות","8.90","לא","0.00","","k","לא","עגבניה.jpg"
"855538","פלפל אדום","182","פירות וירקות","ירקות","15.90","לא","0.00","","b","לא","פלפל אדום.jpg"
"855539","פלפל צהוב","216","פירות וירקות","ירקות","16.90","לא","0.00","","b","לא","פלפל צהוב.jpg"
"855543","פלפל חריף ירוק","222","פירות וירקות","ירקות","14.90","לא","0.00","","b","לא","פלפל חריף ירוק.jpg"
"855544","בצל יבש","24","פירות וירקות","ירקות","7.90","לא","0.00","","k","לא","בצל יבש.jpg"
"855545","בצל סגול","25","פירות וירקות","ירקות","8.90","לא","0.00","","k","לא","בצל סגול.jpg"
"855546","תפוח אדמה לבן ( תפזורת )","384","פירות וירקות","ירקות","6.90","לא","0.00","","k","לא","תפוח אדמה לבן ( תפזורת ).jpg"
"855547","תפוח אדמה אדום ( תפזורת )","714","פירות וירקות","ירקות","6.90","לא","0.00","","k","לא","תפוח אדמה אדום ( תפזורת ).jpg"
"855548","גזר ( תפזורת )","32","פירות וירקות","ירקות","6.90","לא","0.00","","k","לא","גזר ( תפזורת ).jpg"
"855550","עגבניה תמר","116","פירות וירקות","ירקות","25.90","לא","0.00","","k","לא","עגבניה תמר.jpg"
"855552","עגבניה שרי תמר אדום","66","פירות וירקות","ירקות","16.90","לא","0.00","","k","כן","עגבניה שרי תמר אדום.jpg"
"855553","כרוב לבן","49","פירות וירקות","ירקות","6.90","לא","0.00","","u","לא","כרוב לבן.jpg"
"855554","כרוב אדום","50","פירות וירקות","ירקות","6.90","לא","0.00","","u","כן","כרוב אדום.jpg"
"855555","בטטה","22","פירות וירקות","ירקות","9.90","לא","0.00","","u","לא","בטטה.jpg"
"855556","קולורבי ירוק","268","פירות וירקות","ירקות","16.90","לא","0.00","","b","לא","קולורבי ירוק.jpg"
"855557","כרובית ( ארוזה )","7290014079526","פירות וירקות","ירקות","17.90","לא","0.00","","u","לא","כרובית ( ארוזה ).jpg"
"855558","חציל","44","פירות וירקות","ירקות","7.90","לא","0.00","","u","לא","חציל.jpg"
"855560","קישוא","305","פירות וירקות","ירקות","9.90","לא","0.00","","k","לא","קישוא.jpg"
"855561","דלעת ( מארז )","7290018024409","פירות וירקות","ירקות","13.90","לא","0.00","","u","לא","דלעת ( מארז ).jpg"
"855562","חציל בלאדי","87","פירות וירקות","ירקות","11.90","לא","0.00","","u","כן","חציל בלאדי.jpg"
"855563","שומר","356","פירות וירקות","ירקות","16.90","לא","0.00","","b","לא","שומר.jpg"
"855564","פלפל שושקה אדום","58","פירות וירקות","ירקות","29.90","לא","0.00","","b","לא","פלפל שושקה אדום.jpg"
"855565","דלורית","38","פירות וירקות","ירקות","8.90","לא","0.00","","u","כן","דלורית.jpg"
"855569","סלק אדום","102","פירות וירקות","ירקות","8.90","לא","0.00","","k","לא","סלק אדום.jpg"
"855570","ג'ינג'ר","85","פירות וירקות","ירק","39.90","לא","0.00","","u","לא","ג'ינג'ר.jpg"
"855571","פטרוזיליה ( מארז )","7290018024058","פירות וירקות","ירק","4.90","כן","12.00","3 יח' ב-  12.00 ש""ח","u","לא","פטרוזיליה ( מארז ).jpg"
"855572","חסה עגולה ( מארז )","7290018024010","פירות וירקות","ירק","6.90","לא","0.00","","u","לא","חסה עגולה ( מארז ).jpg"
"855573","שמיר ( מארז )","7290018024089","פירות וירקות","ירק","4.90","כן","12.00","3 יח' ב-  12.00 ש""ח","u","לא","שמיר ( מארז ).jpg"
"855574","כוסברה ( מארז )","7290018024065","פירות וירקות","ירק","4.90","כן","12.00","3 יח' ב-  12.00 ש""ח","u","לא","כוסברה ( מארז ).jpg"
"855575","קוטג' 5% תנובה 250 גרם","7290004127329","מוצרי חלב וביצים","קוטג","7.50","לא","0.00","","u","לא","קוטג' 5% תנובה 250 גרם.jpg"
"855576","גבינה לבנה 3% תנובה 250 גרם","7290004129545","מוצרי חלב וביצים","גבינה לבנה","6.90","לא","0.00","","u","לא","גבינה לבנה 3% תנובה 250 גרם.jpg"
"855577","גבינה לבנה 9% תנובה 250 גרם","7290000048192","מוצרי חלב וביצים","גבינה לבנה","7.20","לא","0.00","","u","לא","גבינה לבנה 9% תנובה 250 גרם.jpg"
"855578","גבינה לבנה רכה 5% תנובה 250 גרם","7290000048185","מוצרי חלב וביצים","גבינה לבנה","5.87","לא","0.00","","u","לא","גבינה לבנה רכה 5% תנובה 250 גרם.jpg"
"855579","קוטג' 5% שטראוס 250 גרם","7290011194246","מוצרי חלב וביצים","קוטג","7.90","לא","0.00","","u","לא","קוטג' 5% שטראוס 250 גרם.jpg"
"855580","קוטג' 9% תנובה 250 גרם","7290004127336","מוצרי חלב וביצים","קוטג","6.90","לא","0.00","","u","לא","קוטג' 9% תנובה 250 גרם.jpg"
"855581","קוטג' 3% תנובה 250 גרם","7290004127077","מוצרי חלב וביצים","קוטג","6.90","לא","0.00","","u","לא","קוטג' 3% תנובה 250 גרם.jpg"
"855583","קוטג' עם זיתים 5% תנובה 250 גרם","7290000048307","מוצרי חלב וביצים","קוטג","7.90","לא","0.00","","u","לא","קוטג' עם זיתים 5% תנובה 250 גרם.jpg"
"855584","קוטג' 5% טרה 250 גרם","7290002868996","מוצרי חלב וביצים","קוטג","7.20","לא","0.00","","u","לא","קוטג' 5% טרה 250 גרם.jpg"
"855589","סקי קרם גבינה לבנה 5% שטראוס 500 גרם","7290002824183","מוצרי חלב וביצים","גבינה לבנה","11.74","לא","0.00","","u","לא","סקי קרם גבינה לבנה 5% שטראוס 500 גרם.jpg"
"855598","סימפוניה זיתים ירוקים 5% שטראוס 200 גרם","7290005839108","מוצרי חלב וביצים","גבינת שמנת וגבינה מותכת","14.90","לא","0.00","","u","לא","סימפוניה זיתים ירוקים 5% שטראוס 200 גרם.jpg"
"855600","סימפוניה במרקם שמנת 5% שטראוס 200 גרם","7290004584351","מוצרי חלב וביצים","גבינת שמנת וגבינה מותכת","14.90","לא","0.00","","u","לא","סימפוניה במרקם שמנת 5% שטראוס 200 גרם.jpg"
"855601","סימפוניה פלפל שיפקה 5% שטראוס 200 גרם","7290105366993","מוצרי חלב וביצים","גבינת שמנת וגבינה מותכת","14.90","לא","0.00","","u","לא","סימפוניה פלפל שיפקה 5% שטראוס 200 גרם.jpg"
"855602","נפוליאון עם זיתים ירוקים 24% תנובה 225 גרם","7290004129118","מוצרי חלב וביצים","גבינת שמנת וגבינה מותכת","18.90","לא","0.00","","u","לא","נפוליאון עם זיתים ירוקים 24% תנובה 225 גרם.jpg"
"855603","נפוליאון עם שום שמיר 25% תנובה 225 גרם","7290004129156","מוצרי חלב וביצים","גבינת שמנת וגבינה מותכת","18.90","לא","0.00","","u","לא","נפוליאון עם שום שמיר 25% תנובה 225 גרם.jpg"
"855604","נפוליאון בטעם טבעי 25% תנובה 225 גרם","7290004129101","מוצרי חלב וביצים","גבינת שמנת וגבינה מותכת","18.90","לא","0.00","","u","לא","נפוליאון בטעם טבעי 25% תנובה 225 גרם.jpg"
"855605","נפוליאון בטעם טבעי 16% תנובה 225 גרם","7290014759084","מוצרי חלב וביצים","גבינת שמנת וגבינה מותכת","18.90","לא","0.00","","u","לא","נפוליאון בטעם טבעי 16% תנובה 225 גרם.jpg"
"855606","עמק קלאסית גבינה צהובה פרוסה 28% תנובה 200 גרם","7290004122270","מוצרי חלב וביצים","גבינה צהובה","22.90","לא","0.00","","u","לא","עמק קלאסית גבינה צהובה פרוסה 28% תנובה 200 גרם.jpg"
"855607","עמק מופחתת שומן גבינה צהובה פרוסה 9% תנובה 400 גרם","7290004137311","מוצרי חלב וביצים","גבינה צהובה","39.90","לא","0.00","","u","לא","עמק מופחתת שומן גבינה צהובה פרוסה 9% תנובה 400 גרם.jpg"
"855608","עמק מופחתת שומן גבינה צהובה פרוסה 9% תנובה 200 גרם","7290004122348","מוצרי חלב וביצים","גבינה צהובה","23.90","לא","0.00","","u","לא","עמק מופחתת שומן גבינה צהובה פרוסה 9% תנובה 200 גרם.jpg"
"855609","טל העמק פרוסה מופחתת שומן בסגנון אמנטל 9% תנובה 200 גרם","7290004126674","מוצרי חלב וביצים","גבינה צהובה","26.90","לא","0.00","","u","לא","טל העמק פרוסה מופחתת שומן בסגנון אמנטל 9% תנובה 200 גרם.jpg"
"855610","עמק דק דק גבינה צהובה פרוסה 28% תנובה 200 גרם","7290000057088","מוצרי חלב וביצים","גבינה צהובה","22.90","לא","0.00","","u","לא","עמק דק דק גבינה צהובה פרוסה 28% תנובה 200 גרם.jpg"
"855611","עמק מופחתת שומן גבינה צהובה פרוסה 15% תנובה 200 גרם","7290000052311","מוצרי חלב וביצים","גבינה צהובה","22.90","לא","0.00","","u","לא","עמק מופחתת שומן גבינה צהובה פרוסה 15% תנובה 200 גרם.jpg"
"855615","עין גדי קממבר 24% תנובה קולקשן 125 גרם","7290000040301","מוצרי חלב וביצים","גבינת צאן וגבינה קשה","25.90","לא","0.00","","u","לא","עין גדי קממבר 24% תנובה קולקשן 125 גרם.jpg"
"855616","גבינה לבנה 9% תנובה 500 גרם","7290004127817","מוצרי חלב וביצים","גבינה לבנה","13.90","לא","0.00","","u","לא","גבינה לבנה 9% תנובה 500 גרם.jpg"
"855622","חלב בקרטון 1% תנובה 1 ליטר","7290000042435","מוצרי חלב וביצים","חלב","6.92","לא","0.00","","u","לא","חלב בקרטון 1% תנובה 1 ליטר.jpg"
"855624","שוקו 2% יטבתה 1 ליטר","7290003029181","מוצרי חלב וביצים","שוקו","14.90","לא","0.00","","u","לא","שוקו 2% יטבתה 1 ליטר.jpg"
"855627","שוקו בשקית יטבתה 225 מ""ל","7290000042855","מוצרי חלב וביצים","שוקו","4.00","לא","0.00","","u","לא","שוקו בשקית יטבתה 225 מל.jpg"
"855628","שוקו עם פקק 2% יטבתה 250 מ""ל","7290003029433","מוצרי חלב וביצים","שוקו","7.00","כן","8.90","2 יח' ב-  8.90 ש""ח","u","לא","שוקו עם פקק 2% יטבתה 250 מל.jpg"
"855630","רויון בקרטון 1.5% תנובה 1 ליטר","7290000043890","מוצרי חלב וביצים","משקאות יוגורט","16.90","לא","0.00","","u","לא","רויון בקרטון 1.5% תנובה 1 ליטר.jpg"
"855631","רויון בקרטון 1.5% תנובה 500 מ""ל","7290000044248","מוצרי חלב וביצים","משקאות יוגורט","9.90","לא","0.00","","u","לא","רויון בקרטון 1.5% תנובה 500 מל.jpg"
"855632","יולו עם שוקולד לבן 123 גרם","7290014761070","מוצרי חלב וביצים","מעדני חלב","6.50","לא","0.00","","u","לא","יולו עם שוקולד לבן 123 גרם.jpg"
"855633","יולו עם שוקולד חלב 123 גרם","7290014761056","מוצרי חלב וביצים","מעדני חלב","6.50","לא","0.00","","u","לא","יולו עם שוקולד חלב 123 גרם.jpg"
"855634","יולו עם שוקולד מריר 123 גרם","7290014761063","מוצרי חלב וביצים","מעדני חלב","6.50","לא","0.00","","u","לא","יולו עם שוקולד מריר 123 גרם.jpg"
"855639","דניאלה בטעם וניל 5% שטראוס 88 גרם","7290005838002","מוצרי חלב וביצים","מעדני חלב","4.90","כן","14.90","4 יח' ב-  14.90 ש""ח","u","לא","דניאלה בטעם וניל 5% שטראוס 88 גרם.jpg"
"855640","דניאלה בטעם בננה 5% שטראוס 88 גרם","7290011194215","מוצרי חלב וביצים","מעדני חלב","5.90","כן","14.90","4 יח' ב-  14.90 ש""ח","u","לא","דניאלה בטעם בננה 5% שטראוס 88 גרם.jpg"
"855641","דניאלה בטעם תות 5% שטראוס 88 גרם","7290008693134","מוצרי חלב וביצים","מעדני חלב","4.90","כן","14.90","4 יח' ב-  14.90 ש""ח","u","לא","דניאלה בטעם תות 5% שטראוס 88 גרם.jpg"
"855645","יוגורט ביו פרוביוטי 3% דנונה 200 גרם","7290000408316","מוצרי חלב וביצים","יוגורט","5.90","לא","0.00","","u","לא","יוגורט ביו פרוביוטי 3% דנונה 200 גרם.jpg"
"855646","יוגורט ביו פרוביוטי 0% דנונה 200 גרם","7290002824466","מוצרי חלב וביצים","יוגורט","4.90","לא","0.00","","u","לא","יוגורט ביו פרוביוטי 0% דנונה 200 גרם.jpg"
"855647","יוגורט עם פצפוצים דנונה 175 מ""ל","7290000408354","מוצרי חלב וביצים","יוגורט","6.90","לא","0.00","","u","לא","יוגורט עם פצפוצים דנונה 175 מל.jpg"
"855649","יוגורט בטעם תות עם קורנפלקס דנונה 172 גרם","7290010471669","מוצרי חלב וביצים","יוגורט","6.90","לא","0.00","","u","לא","יוגורט בטעם תות עם קורנפלקס דנונה 172 גרם.jpg"
"855651","מעדן ג'לי בטעם פטל תנובה 125 גרם","7290004136857","מוצרי חלב וביצים","קינוחים","3.50","לא","0.00","","u","לא","מעדן ג'לי בטעם פטל תנובה 125 גרם.jpg"
"855654","פרילי תות 1.5% תנובה 125 גרם","72961506","מוצרי חלב וביצים","יוגורט","4.90","לא","0.00","","u","לא","פרילי תות 1.5% תנובה 125 גרם.jpg"
"855655","פרילי אננס 1.5% תנובה 125 גרם","72961520","מוצרי חלב וביצים","יוגורט","4.90","לא","0.00","","u","לא","פרילי אננס 1.5% תנובה 125 גרם.jpg"
"855659","גיל לבן מהדרין 3% תנובה 206 גרם","7290004125417","מוצרי חלב וביצים","לבן ואשל","1.76","לא","0.00","","u","לא","גיל לבן מהדרין 3% תנובה 206 גרם.jpg"
"855660","אשל לבן מהדרין 4.5% תנובה 206 גרם","7290004125400","מוצרי חלב וביצים","לבן ואשל","1.95","לא","0.00","","u","לא","אשל לבן מהדרין 4.5% תנובה 206 גרם.jpg"
"855661","יוגורט ביו 3% תנובה 200 גרם","7290000057149","מוצרי חלב וביצים","יוגורט","4.50","לא","0.00","","u","לא","יוגורט ביו 3% תנובה 200 גרם.jpg"
"855671","שמנת של פעם 27% תנובה 200 מ&quot;ל","72963753","מוצרי חלב וביצים","שמנת וקצפת","5.90","לא","0.00","","u","לא","שמנת של פעם 27% תנובה 200 מ&quot;ל.jpg"
"855672","שמנת חמוצה 15% תנובה 200 מ&quot;ל","7290004125455","מוצרי חלב וביצים","שמנת וקצפת","2.84","לא","0.00","","u","לא","שמנת חמוצה 15% תנובה 200 מ&quot;ל.jpg"
"855673","שמנת חמוצה 9% תנובה 200 מ&quot;ל","7290004125370","מוצרי חלב וביצים","שמנת וקצפת","4.90","לא","0.00","","u","לא","שמנת חמוצה 9% תנובה 200 מ&quot;ל.jpg"
"855674","שמנת מועשרת 15% יטבתה 200 מ&quot;ל","7290000041858","מוצרי חלב וביצים","שמנת וקצפת","3.90","לא","0.00","","u","לא","שמנת מועשרת 15% יטבתה 200 מ&quot;ל.jpg"
"855675","שמנת להקצפה 38% השף הלבן 250 מ""ל","7290000043814","מוצרי חלב וביצים","שמנת וקצפת","7.56","לא","0.00","","u","לא","שמנת להקצפה 38% השף הלבן 250 מל.jpg"
"855676","שמנת מתוקה להקצפה 32% השף הלבן 250 מ""ל","7290004125738","מוצרי חלב וביצים","שמנת וקצפת","9.90","לא","0.00","","u","לא","שמנת מתוקה להקצפה 32% השף הלבן 250 מל.jpg"
"855679","שמנת לבישול 9% יטבתה 250 מ&quot;ל","7290106520912","מוצרי חלב וביצים","שמנת וקצפת","10.50","לא","0.00","","u","לא","שמנת לבישול 9% יטבתה 250 מ&quot;ל.jpg"
"855680","ביצי חופש 12 יח'","7290001646151","מוצרי חלב וביצים","ביצים","28.90","לא","0.00","","u","לא","ביצי חופש 12 יח'.jpg"
"855717","דקניקים סלסולי פסטרמה הודו טירת צבי 120 גרם","7290000364285","נקניקים וסלטים","פסטרמה","19.90","לא","0.00","","u","לא","דקניקים סלסולי פסטרמה הודו טירת צבי 120 גרם.jpg"
"855718","דקניקים סלסולי פסטרמה שום וצ'ילי פיקנטי טירת צבי 120 גרם","7290002371526","נקניקים וסלטים","פסטרמה","19.90","לא","0.00","","u","לא","דקניקים סלסולי פסטרמה שום וצ'ילי פיקנטי טירת צבי 120 גרם.jpg"
"855719","דקניקים סלסולי פסטרמה בדבש טירת צבי 120 גרם","7290002371533","נקניקים וסלטים","פסטרמה","19.90","לא","0.00","","u","לא","דקניקים סלסולי פסטרמה בדבש טירת צבי 120 גרם.jpg"
"855720","קורנדביף טירת צבי 120 גרם","7290002371540","נקניקים וסלטים","נקניק","23.90","לא","0.00","","u","לא","קורנדביף טירת צבי 120 גרם.jpg"
"855722","דקניקים סלסולי פסטרמה הודו על גחלים טירת צבי 120 גרם","7290000364292","נקניקים וסלטים","פסטרמה","19.90","לא","0.00","","u","לא","דקניקים סלסולי פסטרמה הודו על גחלים טירת צבי 120 גרם.jpg"
"855725","קבנוס טירת צבי 120 גרם","7290013906441","נקניקים וסלטים","קבנוס","15.90","לא","0.00","","u","לא","קבנוס טירת צבי 120 גרם.jpg"
"855726","חטיפי מיני קבנוס טירת צבי 120 גרם","7290013906489","נקניקים וסלטים","קבנוס","15.90","לא","0.00","","u","לא","חטיפי מיני קבנוס טירת צבי 120 גרם.jpg"
"855727","נקניקיות עוף טירת צבי 400 גרם","7290000364872","נקניקים וסלטים","נקניקיות","16.90","לא","0.00","","u","לא","נקניקיות עוף טירת צבי 400 גרם.jpg"
"855728","נקניקיות עוף טירת צבי 1 ק""ג","7290000364858","נקניקים וסלטים","נקניקיות","36.90","לא","0.00","","u","לא","נקניקיות עוף טירת צבי 1 קג.jpg"
"855840","משקה לימונענע ספרינג 1 ליטר","7290001247112","משקאות","מיץ טבעי נקטר ומיצים טריים","8.90","לא","0.00","","u","לא","משקה לימונענע ספרינג 1 ליטר.jpg"
"855842","נקטר מנגו ספרינג 1 ליטר","7290001247099","משקאות","מיץ טבעי נקטר ומיצים טריים","8.90","לא","0.00","","u","לא","נקטר מנגו ספרינג 1 ליטר.jpg"
"855844","נקטר תפוזים ספרינג 1 ליטר","7290001247129","משקאות","מיץ טבעי נקטר ומיצים טריים","8.90","לא","0.00","","u","לא","נקטר תפוזים ספרינג 1 ליטר.jpg"
"855845","נקטר תפוחים ספרינג 1 ליטר","7290001247143","משקאות","מיץ טבעי נקטר ומיצים טריים","8.90","לא","0.00","","u","לא","נקטר תפוחים ספרינג 1 ליטר.jpg"
"855846","נקטר תות בננה ספרינג 1 ליטר","7290001247068","משקאות","מיץ טבעי נקטר ומיצים טריים","8.90","לא","0.00","","u","לא","נקטר תות בננה ספרינג 1 ליטר.jpg"
"855847","מיץ עגבניות ספרינג 1 ליטר","7290001247082","משקאות","מיץ טבעי נקטר ומיצים טריים","8.90","לא","0.00","","u","לא","מיץ עגבניות ספרינג 1 ליטר.jpg"
"855859","מיץ רימונים טבעי סחוט פרימור 1 ליטר","7290013608260","משקאות","מיץ טבעי נקטר ומיצים טריים","30.90","לא","0.00","","u","לא","מיץ רימונים טבעי סחוט פרימור 1 ליטר.jpg"
"855860","מיץ תפוזים קלאסי סחוט פריגת 1 ליטר","7290003009640","משקאות","מיץ טבעי נקטר ומיצים טריים","22.90","לא","0.00","","u","לא","מיץ תפוזים קלאסי סחוט פריגת 1 ליטר.jpg"
"855861","מיץ תפוזים טבעי סחוט פריניב 1 ליטר","7290004030445","משקאות","מיץ טבעי נקטר ומיצים טריים","19.90","לא","0.00","","u","לא","מיץ תפוזים טבעי סחוט פריניב 1 ליטר.jpg"
"855862","מיץ רימונים טבעי סחוט פריניב 1 ליטר","7290004030834","משקאות","מיץ טבעי נקטר ומיצים טריים","29.90","לא","0.00","","u","לא","מיץ רימונים טבעי סחוט פריניב 1 ליטר.jpg"
"855875","משקה תפוזים מרוכז קפוא פריגת 345 גרם","7290006241504","משקאות","סירופ ותרכיזים","16.90","לא","0.00","","u","לא","משקה תפוזים מרוכז קפוא פריגת 345 גרם.jpg"
"855887","סירופ דיאט תפוחים פריגת 750 מ""ל","7290003009183","משקאות","סירופ ותרכיזים","24.90","לא","0.00","","u","לא","סירופ דיאט תפוחים פריגת 750 מל.jpg"
"855889","דיאט נקטר חמוציות אושן ספריי פריגת 1 ליטר","7290006822192","משקאות","משקאות דיאט","15.90","לא","0.00","","u","לא","דיאט נקטר חמוציות אושן ספריי פריגת 1 ליטר.jpg"
"855891","סירופ דיאט אננס פריגת 750 מ""ל","7290011015985","משקאות","סירופ ותרכיזים","24.90","לא","0.00","","u","לא","סירופ דיאט אננס פריגת 750 מל.jpg"
"855917","שישיית מים מינרלים נביעות עם פקק 755 מ""ל","7290002331421","משקאות","משקאות במארזים","22.90","לא","0.00","","u","לא","שישיית מים מינרלים נביעות עם פקק 755 מל.jpg"
"855918","שישיית מים מינרלים נביעות עם פקק 500 מ""ל","7290002331360","משקאות","משקאות במארזים","17.90","לא","0.00","","u","לא","שישיית מים מינרלים נביעות עם פקק 500 מל.jpg"
"855920","שישיית מים מינרלים פקק ספורט מי עדן 750 מ""ל","7290000688503","משקאות","משקאות במארזים","22.90","לא","0.00","","u","לא","שישיית מים מינרלים פקק ספורט מי עדן 750 מל.jpg"
"855921","שישיית מים מינרלים סמיילי מי עדן 330 מ""ל","7290000688374","משקאות","משקאות במארזים","18.90","לא","0.00","","u","לא","שישיית מים מינרלים סמיילי מי עדן 330 מל.jpg"
"855922","שישיית מים מינרלים מי עדן 500 מ""ל","7290000688381","משקאות","משקאות במארזים","19.90","לא","0.00","","u","לא","שישיית מים מינרלים מי עדן 500 מל.jpg"
"855934","שישיית קוקה קולה זירו פחית 330 מ""ל","7290011018917","משקאות","משקאות במארזים","29.90","לא","0.00","","u","לא","שישיית קוקה קולה זירו פחית 330 מל.jpg"
"855936","טסטר צ'ויס נסקפה 200 גרם","7290000072753","משקאות","קפה נמס מגורען","41.90","לא","0.00","","u","לא","טסטר צ'ויס נסקפה 200 גרם.jpg"
"855947","ג'ל כביסה מרוכז קריסטל נואר מקסימה 3 ליטר","7290013269263","חומרי ניקוי ובית","נוזל ואבקת כביסה","39.90","לא","0.00","","u","לא","ג'ל כביסה מרוכז קריסטל נואר מקסימה 3 ליטר.jpg"
"855963","מקסימה מרכך כביסה מרוכז בייבי סנו 1 ליטר","7290013269003","חומרי ניקוי ובית","מרכך כביסה","21.90","לא","0.00","","u","לא","מקסימה מרכך כביסה מרוכז בייבי סנו 1 ליטר.jpg"
"855964","מקסימה ביו מרכך כביסה סופר מרוכז סנו 1 ליטר","7290013268990","חומרי ניקוי ובית","מרכך כביסה","21.90","לא","0.00","","u","לא","מקסימה ביו מרכך כביסה סופר מרוכז סנו 1 ליטר.jpg"
"855965","מקסימה מרכך כביסה סופר מרוכז סנסיטיב בייבי סנו 1 ליטר","7290012823381","חומרי ניקוי ובית","מרכך כביסה","21.90","לא","0.00","","u","לא","מקסימה מרכך כביסה סופר מרוכז סנסיטיב בייבי סנו 1 ליטר.jpg"
"855966","מקסימה מרכך כביסה סופר מרוכז אולטרא פרש סנו 1 ליטר","7290013268020","חומרי ניקוי ובית","מרכך כביסה","21.90","לא","0.00","","u","לא","מקסימה מרכך כביסה סופר מרוכז אולטרא פרש סנו 1 ליטר.jpg"
"855970","אבקת כביסה לכביסה רגילה פרסיל 1.25 ק""ג","7290000245270","חומרי ניקוי ובית","נוזל ואבקת כביסה","17.90","לא","0.00","","u","לא","אבקת כביסה לכביסה רגילה פרסיל 1.25 קג.jpg"
"855971","מקסימה אבקת כביסה מאסק סנו 1.25 ק""ג","7290000288727","חומרי ניקוי ובית","נוזל ואבקת כביסה","18.90","לא","0.00","","u","לא","מקסימה אבקת כביסה מאסק סנו 1.25 קג.jpg"
"855999","שמפו וג'ל רחצה לגבר רויבוס קרמה מן 700 מ""ל","7290012117411","מוצרי טיפוח ותינוקות","שמפו","21.90","לא","0.00","","u","לא","שמפו וג'ל רחצה לגבר רויבוס קרמה מן 700 מל.jpg"
"856000","שמפו וג'ל רחצה לגבר אלוורה קרמה מן 700 מ""ל","7290012117435","מוצרי טיפוח ותינוקות","שמפו","21.90","לא","0.00","","u","לא","שמפו וג'ל רחצה לגבר אלוורה קרמה מן 700 מל.jpg"
"856055","בורגול סוגת 500 גרם","7290100700587","קטניות ושמנים","אורז וקטניות","8.90","לא","0.00","","u","לא","בורגול סוגת 500 גרם.jpg"
"856056","עדשים אדומות סוגת 500 גרם","7290003643769","קטניות ושמנים","אורז וקטניות","11.90","לא","0.00","","u","לא","עדשים אדומות סוגת 500 גרם.jpg"
"856057","גריסי פנינה סוגת 500 גרם","7290100700020","קטניות ושמנים","אורז וקטניות","8.90","לא","0.00","","u","לא","גריסי פנינה סוגת 500 גרם.jpg"
"856058","גרעיני תירס לפופקורן סוגת 500 גרם","7290003643776","קטניות ושמנים","אורז וקטניות","8.90","לא","0.00","","u","לא","גרעיני תירס לפופקורן סוגת 500 גרם.jpg"
"856060","חומוס סוגת 500 גרם","7290003643714","קטניות ושמנים","אורז וקטניות","11.90","לא","0.00","","u","לא","חומוס סוגת 500 גרם.jpg"
"856061","קינואה סוגת 500 גרם","7290100700273","קטניות ושמנים","אורז וקטניות","20.90","לא","0.00","","u","לא","קינואה סוגת 500 גרם.jpg"
"856062","עדשים ירוקות סוגת 500 גרם","7290003643752","קטניות ושמנים","אורז וקטניות","11.90","לא","0.00","","u","לא","עדשים ירוקות סוגת 500 גרם.jpg"
"856063","שעועית לבנה סוגת 500 גרם","7290003643806","קטניות ושמנים","אורז וקטניות","15.90","לא","0.00","","u","לא","שעועית לבנה סוגת 500 גרם.jpg"
"856064","שעועית אדומה סוגת 500 גרם","7290003643813","קטניות ושמנים","אורז וקטניות","15.90","לא","0.00","","u","לא","שעועית אדומה סוגת 500 גרם.jpg"
"856066","כוסמת סוגת 500 גרם","7290003643745","קטניות ושמנים","אורז וקטניות","10.90","לא","0.00","","u","לא","כוסמת סוגת 500 גרם.jpg"
"856067","גרישה בורגול דק סוגת 500 גרם","7290100701454","קטניות ושמנים","אורז וקטניות","8.90","לא","0.00","","u","לא","גרישה בורגול דק סוגת 500 גרם.jpg"
"856068","אפונה סוגת 500 גרם","7290003643684","קטניות ושמנים","אורז וקטניות","8.90","לא","0.00","","u","לא","אפונה סוגת 500 גרם.jpg"
"856070","אורז בסמטי קלאסי סוגת 1 ק""ג","7290003643004","קטניות ושמנים","אורז וקטניות","17.90","לא","0.00","","u","לא","אורז בסמטי קלאסי סוגת 1 קג.jpg"
